,x
8752,NK
8753,NK
8754,Mono/DC
8755,Mono/DC
8756,Mono/DC
8757,T
8758,T
8759,Mono/DC
8760,Mono/DC
8761,Mono/DC
8762,Mono/DC
8763,T
8764,Mono/DC
8765,T
8766,T
8767,Mono/DC
8768,T
8769,T
8770,Mono/DC
8771,Progenitor
8772,Mono/DC
8773,T
8774,Progenitor
8775,Mono/DC
8776,Mono/DC
8777,T
8778,T
8779,T
8780,T
8781,T
8782,Progenitor
8783,Mono/DC
8784,Mono/DC
8785,T
8786,T
8787,T
8788,Mono/DC
8789,T
8790,T
8791,Mono/DC
8792,Mono/DC
8793,Mono/DC
8794,Mono/DC
8795,B
8796,Progenitor
8797,Mono/DC
8798,Mono/DC
8799,T
8800,Mono/DC
8801,T
8802,Mono/DC
8803,Mono/DC
8804,T
8805,T
8806,Mono/DC
8807,Mono/DC
8808,T
8809,Mono/DC
8810,Mono/DC
8811,Mono/DC
8812,T
8813,Mono/DC
8814,Mono/DC
8815,T
8816,T
8817,T
8818,Progenitor
8819,Mono/DC
8820,Mono/DC
8821,B
8822,T
8823,Mono/DC
8824,Mono/DC
8825,Mono/DC
8826,T
8827,Mono/DC
8828,Mono/DC
8829,Mono/DC
8830,T
8831,Mono/DC
8832,T
8833,Mono/DC
8834,T
8835,Mono/DC
8836,Mono/DC
8837,NK
8838,NK
8839,T
8840,B
8841,Mono/DC
8842,T
8843,T
8844,NK
8845,T
8846,Mono/DC
8847,Mono/DC
8848,T
8849,T
8850,Mono/DC
8851,NK
8852,T
8853,T
8854,B
8855,Mono/DC
8856,Progenitor
8857,B
8858,T
8859,Mono/DC
8860,T
8861,T
8862,Progenitor
8863,T
8864,Progenitor
8865,T
8866,Mono/DC
8867,B
8868,T
8869,Mono/DC
8870,NK
8871,T
8872,B
8873,Mono/DC
8874,Mono/DC
8875,NK
8876,T
8877,T
8878,Mono/DC
8879,T
8880,T
8881,T
8882,Progenitor
8883,Mono/DC
8884,NK
8885,Mono/DC
8886,Mono/DC
8887,Mono/DC
8888,Mono/DC
8889,Mono/DC
8890,Mono/DC
8891,Mono/DC
8892,Mono/DC
8893,Progenitor
8894,Mono/DC
8895,T
8896,Mono/DC
8897,T
8898,Mono/DC
8899,Mono/DC
8900,Mono/DC
8901,T
8902,T
8903,T
8904,Mono/DC
8905,T
8906,Mono/DC
8907,Mono/DC
8908,T
8909,T
8910,T
8911,Progenitor
8912,Mono/DC
8913,Mono/DC
8914,T
8915,T
8916,Mono/DC
8917,Mono/DC
8918,T
8919,T
8920,Mono/DC
8921,T
8922,T
8923,T
8924,Mono/DC
8925,Mono/DC
8926,Mono/DC
8927,T
8928,T
8929,T
8930,T
8931,Mono/DC
8932,T
8933,Mono/DC
8934,T
8935,Mono/DC
8936,T
8937,T
8938,Mono/DC
8939,T
8940,T
8941,NK
8942,Mono/DC
8943,T
8944,T
8945,T
8946,T
8947,Mono/DC
8948,Mono/DC
8949,T
8950,Mono/DC
8951,Mono/DC
8952,T
8953,T
8954,T
8955,T
8956,T
8957,B
8958,T
8959,T
8960,T
8961,T
8962,T
8963,Mono/DC
8964,T
8965,Mono/DC
8966,Mono/DC
8967,T
8968,Mono/DC
8969,T
8970,T
8971,Mono/DC
8972,Mono/DC
8973,T
8974,Mono/DC
8975,B
8976,Progenitor
8977,Mono/DC
8978,Mono/DC
8979,Progenitor
8980,T
8981,Mono/DC
8982,Mono/DC
8983,Mono/DC
8984,T
8985,Mono/DC
8986,T
8987,Mono/DC
8988,T
8989,Mono/DC
8990,Mono/DC
8991,Mono/DC
8992,T
8993,T
8994,T
8995,T
8996,T
8997,T
8998,Mono/DC
8999,Mono/DC
9000,Mono/DC
9001,Progenitor
9002,T
9003,T
9004,T
9005,Mono/DC
9006,Mono/DC
9007,T
9008,Mono/DC
9009,T
9010,T
9011,Mono/DC
9012,Mono/DC
9013,T
9014,Mono/DC
9015,Mono/DC
9016,T
9017,Mono/DC
9018,T
9019,T
9020,T
9021,Mono/DC
9022,T
9023,Mono/DC
9024,T
9025,T
9026,B
9027,T
9028,T
9029,B
9030,T
9031,T
9032,T
9033,T
9034,Mono/DC
9035,Mono/DC
9036,Progenitor
9037,Mono/DC
9038,Mono/DC
9039,Mono/DC
9040,Mono/DC
9041,Mono/DC
9042,Mono/DC
9043,T
9044,T
9045,NK
9046,T
9047,T
9048,Mono/DC
9049,B
9050,T
9051,T
9052,Mono/DC
9053,Mono/DC
9054,T
9055,NK
9056,Mono/DC
9057,T
9058,T
9059,Mono/DC
9060,Mono/DC
9061,Mono/DC
9062,T
9063,Mono/DC
9064,T
9065,Mono/DC
9066,T
9067,Mono/DC
9068,Progenitor
9069,Mono/DC
9070,Mono/DC
9071,Mono/DC
9072,Mono/DC
9073,Mono/DC
9074,T
9075,Mono/DC
9076,T
9077,T
9078,Mono/DC
9079,Mono/DC
9080,Mono/DC
9081,Progenitor
9082,Mono/DC
9083,T
9084,T
9085,T
9086,Progenitor
9087,Mono/DC
9088,T
9089,T
9090,B
9091,Mono/DC
9092,Progenitor
9093,Mono/DC
9094,Mono/DC
9095,Mono/DC
9096,Mono/DC
9097,T
9098,B
9099,Mono/DC
9100,Mono/DC
9101,T
9102,Progenitor
9103,T
9104,T
9105,T
9106,Mono/DC
9107,Mono/DC
9108,T
9109,Mono/DC
9110,T
9111,Progenitor
9112,T
9113,B
9114,T
9115,Mono/DC
9116,NK
9117,B
9118,Mono/DC
9119,T
9120,Mono/DC
9121,NK
9122,T
9123,Mono/DC
9124,Mono/DC
9125,T
9126,Mono/DC
9127,Mono/DC
9128,Progenitor
9129,B
9130,T
9131,T
9132,T
9133,T
9134,B
9135,Mono/DC
9136,T
9137,Mono/DC
9138,T
9139,T
9140,T
9141,T
9142,Mono/DC
9143,Mono/DC
9144,NK
9145,T
9146,B
9147,T
9148,T
9149,B
9150,Mono/DC
9151,Mono/DC
9152,NK
9153,Progenitor
9154,T
9155,Mono/DC
9156,Mono/DC
9157,T
9158,T
9159,Mono/DC
9160,T
9161,T
9162,Mono/DC
9163,T
9164,Mono/DC
9165,T
9166,Mono/DC
9167,T
9168,Mono/DC
9169,T
9170,Progenitor
9171,Mono/DC
9172,Mono/DC
9173,T
9174,Mono/DC
9175,T
9176,Mono/DC
9177,Mono/DC
9178,T
9179,Mono/DC
9180,T
9181,T
9182,T
9183,Progenitor
9184,T
9185,T
9186,T
9187,Mono/DC
9188,Mono/DC
9189,Mono/DC
9190,Mono/DC
9191,T
9192,T
9193,T
9194,T
9195,T
9196,B
9197,Progenitor
9198,T
9199,B
9200,Mono/DC
9201,T
9202,Progenitor
9203,T
9204,Mono/DC
9205,T
9206,Mono/DC
9207,T
9208,Mono/DC
9209,Mono/DC
9210,T
9211,Mono/DC
9212,Mono/DC
9213,Mono/DC
9214,T
9215,Mono/DC
9216,T
9217,Mono/DC
9218,T
9219,Progenitor
9220,T
9221,Mono/DC
9222,Mono/DC
9223,T
9224,T
9225,Mono/DC
9226,Mono/DC
9227,Mono/DC
9228,T
9229,T
9230,Mono/DC
9231,T
9232,T
9233,Mono/DC
9234,T
9235,B
9236,Mono/DC
9237,T
9238,T
9239,T
9240,Mono/DC
9241,B
9242,Mono/DC
9243,Progenitor
9244,T
9245,B
9246,Mono/DC
9247,Mono/DC
9248,T
9249,NK
9250,T
9251,Mono/DC
9252,T
9253,Progenitor
9254,B
9255,T
9256,Progenitor
9257,Mono/DC
9258,B
9259,Mono/DC
9260,T
9261,T
9262,Mono/DC
9263,T
9264,T
9265,Progenitor
9266,T
9267,T
9268,T
9269,B
9270,T
9271,T
9272,NK
9273,Mono/DC
9274,B
9275,Mono/DC
9276,Progenitor
9277,Mono/DC
9278,T
9279,B
9280,Mono/DC
9281,Progenitor
9282,T
9283,Mono/DC
9284,T
9285,B
9286,Mono/DC
9287,T
9288,NK
9289,Mono/DC
9290,T
9291,Progenitor
9292,T
9293,Progenitor
9294,Progenitor
9295,B
9296,T
9297,T
9298,T
9299,T
9300,B
9301,Progenitor
9302,Mono/DC
9303,T
9304,T
9305,Mono/DC
9306,NK
9307,Mono/DC
9308,Progenitor
9309,T
9310,Progenitor
9311,Progenitor
9312,Mono/DC
9313,T
9314,Mono/DC
9315,Progenitor
9316,Mono/DC
9317,Mono/DC
9318,Mono/DC
9319,Mono/DC
9320,T
9321,Mono/DC
9322,Mono/DC
9323,Mono/DC
9324,Mono/DC
9325,T
9326,Mono/DC
9327,Mono/DC
9328,B
9329,T
9330,Progenitor
9331,T
9332,T
9333,Mono/DC
9334,Mono/DC
9335,T
9336,Mono/DC
9337,Mono/DC
9338,Mono/DC
9339,Mono/DC
9340,Mono/DC
9341,Mono/DC
9342,Mono/DC
9343,T
9344,T
9345,T
9346,Mono/DC
9347,Mono/DC
9348,Mono/DC
9349,B
9350,Mono/DC
9351,Mono/DC
9352,Progenitor
9353,T
9354,Mono/DC
9355,Mono/DC
9356,Mono/DC
9357,Mono/DC
9358,Mono/DC
9359,Mono/DC
9360,Mono/DC
9361,T
9362,T
9363,Mono/DC
9364,B
9365,Mono/DC
9366,T
9367,B
9368,Mono/DC
9369,Mono/DC
9370,NK
9371,Mono/DC
9372,T
9373,Mono/DC
9374,T
9375,T
9376,Mono/DC
9377,B
9378,T
9379,Mono/DC
9380,Mono/DC
9381,T
9382,Mono/DC
9383,Mono/DC
9384,Mono/DC
9385,T
9386,B
9387,Mono/DC
9388,T
9389,Mono/DC
9390,Mono/DC
9391,Mono/DC
9392,T
9393,T
9394,T
9395,T
9396,T
9397,Mono/DC
9398,Progenitor
9399,T
9400,Mono/DC
9401,Mono/DC
9402,Mono/DC
9403,Mono/DC
9404,T
9405,Mono/DC
9406,Mono/DC
9407,T
9408,T
9409,Mono/DC
9410,Mono/DC
9411,Mono/DC
9412,B
9413,Mono/DC
9414,Mono/DC
9415,T
9416,Mono/DC
9417,Mono/DC
9418,T
9419,Mono/DC
9420,Mono/DC
9421,T
9422,T
9423,Mono/DC
9424,T
9425,Progenitor
9426,Mono/DC
9427,T
9428,T
9429,T
9430,Mono/DC
9431,T
9432,T
9433,T
9434,Mono/DC
9435,Mono/DC
9436,T
9437,T
9438,Mono/DC
9439,Progenitor
9440,Progenitor
9441,Mono/DC
9442,Mono/DC
9443,Mono/DC
9444,T
9445,T
9446,Mono/DC
9447,Mono/DC
9448,B
9449,Mono/DC
9450,T
9451,Mono/DC
9452,T
9453,Mono/DC
9454,T
9455,Mono/DC
9456,T
9457,Mono/DC
9458,T
9459,Mono/DC
9460,T
9461,Mono/DC
9462,T
9463,Mono/DC
9464,B
9465,NK
9466,T
9467,Mono/DC
9468,T
9469,T
9470,Mono/DC
9471,T
9472,Mono/DC
9473,Mono/DC
9474,T
9475,Mono/DC
9476,Mono/DC
9477,B
9478,Mono/DC
9479,T
9480,Mono/DC
9481,Mono/DC
9482,T
9483,T
9484,Mono/DC
9485,Mono/DC
9486,Mono/DC
9487,Mono/DC
9488,Mono/DC
9489,T
9490,T
9491,Mono/DC
9492,T
9493,Mono/DC
9494,T
9495,Mono/DC
9496,T
9497,T
9498,Mono/DC
9499,T
9500,T
9501,Mono/DC
9502,NK
9503,T
9504,T
9505,T
9506,Mono/DC
9507,T
9508,Mono/DC
9509,Mono/DC
9510,Mono/DC
9511,Progenitor
9512,NK
9513,Mono/DC
9514,Mono/DC
9515,Mono/DC
9516,Mono/DC
9517,Mono/DC
9518,T
9519,Mono/DC
9520,Mono/DC
9521,B
9522,Mono/DC
9523,Mono/DC
9524,T
9525,T
9526,T
9527,T
9528,Mono/DC
9529,T
9530,T
9531,Mono/DC
9532,T
9533,T
9534,Mono/DC
9535,NK
9536,T
9537,T
9538,B
9539,Mono/DC
9540,T
9541,T
9542,NK
9543,T
9544,Mono/DC
9545,T
9546,Mono/DC
9547,Mono/DC
9548,T
9549,T
9550,T
9551,NK
9552,Mono/DC
9553,Mono/DC
9554,Mono/DC
9555,T
9556,T
9557,T
9558,T
9559,Mono/DC
9560,T
9561,Mono/DC
9562,T
9563,B
9564,T
9565,T
9566,T
9567,T
9568,T
9569,T
9570,Progenitor
9571,Progenitor
9572,T
9573,T
9574,B
9575,Mono/DC
9576,Mono/DC
9577,Mono/DC
9578,Mono/DC
9579,Mono/DC
9580,T
9581,Mono/DC
9582,T
9583,T
9584,T
9585,T
9586,Mono/DC
9587,T
9588,T
9589,B
9590,Mono/DC
9591,T
9592,Mono/DC
9593,Mono/DC
9594,Mono/DC
9595,Mono/DC
9596,Mono/DC
9597,B
9598,Mono/DC
9599,T
9600,T
9601,Progenitor
9602,B
9603,T
9604,T
9605,T
9606,B
9607,Mono/DC
9608,T
9609,T
9610,T
9611,B
9612,T
9613,Mono/DC
9614,T
9615,T
9616,Mono/DC
9617,T
9618,B
9619,Mono/DC
9620,B
9621,Mono/DC
9622,T
9623,Mono/DC
9624,Mono/DC
9625,T
9626,Mono/DC
9627,T
9628,T
9629,Mono/DC
9630,B
9631,T
9632,Progenitor
9633,T
9634,T
9635,T
9636,Mono/DC
9637,Progenitor
9638,Mono/DC
9639,T
9640,T
9641,Mono/DC
9642,Mono/DC
9643,T
9644,Mono/DC
9645,T
9646,Mono/DC
9647,T
9648,Mono/DC
9649,T
9650,Progenitor
9651,Mono/DC
9652,NK
9653,T
9654,Progenitor
9655,NK
9656,Progenitor
9657,T
9658,T
9659,T
9660,T
9661,Mono/DC
9662,Mono/DC
9663,T
9664,Mono/DC
9665,Mono/DC
9666,T
9667,Progenitor
9668,Mono/DC
9669,T
9670,T
9671,T
9672,T
9673,Mono/DC
9674,NK
9675,B
9676,T
9677,T
9678,Mono/DC
9679,Mono/DC
9680,T
9681,T
9682,T
9683,Mono/DC
9684,T
9685,T
9686,Mono/DC
9687,Mono/DC
9688,Mono/DC
9689,Progenitor
9690,Mono/DC
9691,Mono/DC
9692,T
9693,T
9694,T
9695,Mono/DC
9696,Progenitor
9697,T
9698,Mono/DC
9699,T
9700,Mono/DC
9701,B
9702,Mono/DC
9703,T
9704,Mono/DC
9705,Mono/DC
9706,Mono/DC
9707,Mono/DC
9708,Mono/DC
9709,Mono/DC
9710,Mono/DC
9711,T
9712,T
9713,Progenitor
9714,T
9715,Mono/DC
9716,B
9717,Mono/DC
9718,T
9719,B
9720,Mono/DC
9721,T
9722,T
9723,Mono/DC
9724,T
9725,Mono/DC
9726,B
9727,Mono/DC
9728,Mono/DC
9729,T
9730,Mono/DC
9731,T
9732,Mono/DC
9733,T
9734,B
9735,T
9736,T
9737,NK
9738,Progenitor
9739,T
9740,Mono/DC
9741,Mono/DC
9742,Mono/DC
9743,T
9744,T
9745,T
9746,Mono/DC
9747,Mono/DC
9748,T
9749,Progenitor
9750,Mono/DC
9751,Mono/DC
9752,Mono/DC
9753,T
9754,Mono/DC
9755,B
9756,Mono/DC
9757,T
9758,T
9759,T
9760,Mono/DC
9761,Mono/DC
9762,T
9763,Mono/DC
9764,Progenitor
9765,B
9766,T
9767,T
9768,B
9769,T
9770,Mono/DC
9771,Mono/DC
9772,B
9773,T
9774,Mono/DC
9775,T
9776,T
9777,Mono/DC
9778,T
9779,Mono/DC
9780,T
9781,T
9782,Mono/DC
9783,T
9784,T
9785,T
9786,Mono/DC
9787,T
9788,Mono/DC
9789,T
9790,Mono/DC
9791,T
9792,Mono/DC
9793,T
9794,Mono/DC
9795,Mono/DC
9796,T
9797,Mono/DC
9798,T
9799,Mono/DC
9800,T
9801,T
9802,T
9803,NK
9804,Mono/DC
9805,T
9806,Mono/DC
9807,T
9808,T
9809,Mono/DC
9810,Progenitor
9811,Mono/DC
9812,Mono/DC
9813,T
9814,T
9815,T
9816,T
9817,T
9818,T
9819,Mono/DC
9820,T
9821,T
9822,T
9823,Mono/DC
9824,T
9825,T
9826,Mono/DC
9827,T
9828,T
9829,Mono/DC
9830,T
9831,T
9832,T
9833,Progenitor
9834,T
9835,Mono/DC
9836,T
9837,T
9838,Mono/DC
9839,B
9840,T
9841,Mono/DC
9842,T
9843,T
9844,Mono/DC
9845,T
9846,T
9847,Progenitor
9848,T
9849,Progenitor
9850,Mono/DC
9851,B
9852,T
9853,T
9854,T
9855,Mono/DC
9856,T
9857,B
9858,T
9859,Mono/DC
9860,Progenitor
9861,Mono/DC
9862,T
9863,T
9864,Mono/DC
9865,T
9866,T
9867,T
9868,T
9869,T
9870,Mono/DC
9871,T
9872,T
9873,T
9874,B
9875,Mono/DC
9876,Mono/DC
9877,Mono/DC
9878,Mono/DC
9879,Mono/DC
9880,Mono/DC
9881,T
9882,T
9883,T
9884,T
9885,Progenitor
9886,Progenitor
9887,T
9888,Mono/DC
9889,T
9890,Mono/DC
9891,T
9892,NK
9893,Mono/DC
9894,T
9895,Mono/DC
9896,T
9897,B
9898,T
9899,Mono/DC
9900,B
9901,T
9902,T
9903,NK
9904,Mono/DC
9905,T
9906,T
9907,T
9908,T
9909,Mono/DC
9910,Mono/DC
9911,T
9912,Mono/DC
9913,T
9914,Mono/DC
9915,Mono/DC
9916,T
9917,Mono/DC
9918,T
9919,Mono/DC
9920,Mono/DC
9921,T
9922,Mono/DC
9923,Progenitor
9924,T
9925,Mono/DC
9926,T
9927,T
9928,T
9929,T
9930,T
9931,T
9932,Mono/DC
9933,T
9934,T
9935,T
9936,T
9937,T
9938,T
9939,Mono/DC
9940,T
9941,Mono/DC
9942,Mono/DC
9943,T
9944,Mono/DC
9945,Mono/DC
9946,T
9947,Mono/DC
9948,Mono/DC
9949,T
9950,Mono/DC
9951,Mono/DC
9952,T
9953,Mono/DC
9954,T
9955,B
9956,Mono/DC
9957,T
9958,T
9959,T
9960,T
9961,T
9962,T
9963,T
9964,Mono/DC
9965,T
9966,Mono/DC
9967,B
9968,T
9969,B
9970,Mono/DC
9971,T
9972,Mono/DC
9973,Mono/DC
9974,T
9975,T
9976,Mono/DC
9977,Mono/DC
9978,NK
9979,Mono/DC
9980,T
9981,T
9982,T
9983,T
9984,Mono/DC
9985,NK
9986,T
9987,Progenitor
9988,Mono/DC
9989,T
9990,T
9991,T
9992,Progenitor
9993,Mono/DC
9994,T
9995,T
9996,Mono/DC
9997,T
9998,T
9999,T
10000,Mono/DC
10001,Mono/DC
10002,Mono/DC
10003,Mono/DC
10004,T
10005,Mono/DC
10006,T
10007,Mono/DC
10008,Mono/DC
10009,Mono/DC
10010,Mono/DC
10011,T
10012,T
10013,Mono/DC
10014,B
10015,Mono/DC
10016,T
10017,T
10018,T
10019,Mono/DC
10020,T
10021,T
10022,NK
10023,T
10024,T
10025,T
10026,Mono/DC
10027,Mono/DC
10028,T
10029,B
10030,Mono/DC
10031,B
10032,B
10033,Mono/DC
10034,T
10035,Mono/DC
10036,T
10037,T
10038,Mono/DC
10039,T
10040,T
10041,T
10042,T
10043,Mono/DC
10044,B
10045,T
10046,T
10047,T
10048,T
10049,NK
10050,Mono/DC
10051,B
10052,T
10053,T
10054,Mono/DC
10055,T
10056,Mono/DC
10057,B
10058,T
10059,T
10060,T
10061,Mono/DC
10062,T
10063,T
10064,T
10065,T
10066,T
10067,Mono/DC
10068,Progenitor
10069,Progenitor
10070,T
10071,T
10072,T
10073,T
10074,Mono/DC
10075,B
10076,Mono/DC
10077,T
10078,Mono/DC
10079,Mono/DC
10080,Mono/DC
10081,Mono/DC
10082,B
10083,Mono/DC
10084,T
10085,T
10086,T
10087,Mono/DC
10088,T
10089,T
10090,B
10091,Mono/DC
10092,T
10093,Mono/DC
10094,T
10095,Mono/DC
10096,T
10097,T
10098,NK
10099,T
10100,Mono/DC
10101,Mono/DC
10102,T
10103,T
10104,T
10105,Mono/DC
10106,T
10107,T
10108,B
10109,T
10110,T
10111,T
10112,Mono/DC
10113,Progenitor
10114,T
10115,T
10116,Mono/DC
10117,T
10118,T
10119,T
10120,Mono/DC
10121,Mono/DC
10122,T
10123,Mono/DC
10124,B
10125,T
10126,Mono/DC
10127,Mono/DC
10128,T
10129,T
10130,T
10131,Progenitor
10132,T
10133,Mono/DC
10134,T
10135,Mono/DC
10136,T
10137,T
10138,T
10139,Mono/DC
10140,Mono/DC
10141,T
10142,T
10143,Mono/DC
10144,Mono/DC
10145,Mono/DC
10146,T
10147,T
10148,T
10149,T
10150,T
10151,T
10152,T
10153,T
10154,T
10155,Mono/DC
10156,Mono/DC
10157,T
10158,Mono/DC
10159,T
10160,Mono/DC
10161,T
10162,Mono/DC
10163,T
10164,Progenitor
10165,Mono/DC
10166,Mono/DC
10167,T
10168,T
10169,T
10170,T
10171,T
10172,T
10173,Mono/DC
10174,T
10175,Progenitor
10176,T
10177,T
10178,B
10179,T
10180,Mono/DC
10181,Mono/DC
10182,T
10183,T
10184,T
10185,T
10186,T
10187,Mono/DC
10188,Mono/DC
10189,T
10190,T
10191,T
10192,T
10193,T
10194,T
10195,T
10196,T
10197,T
10198,Mono/DC
10199,T
10200,T
10201,Mono/DC
10202,T
10203,Mono/DC
10204,Mono/DC
10205,Mono/DC
10206,Mono/DC
10207,Mono/DC
10208,T
10209,T
10210,Mono/DC
10211,Mono/DC
10212,Mono/DC
10213,T
10214,T
10215,T
10216,Progenitor
10217,Mono/DC
10218,T
10219,Mono/DC
10220,T
10221,Mono/DC
10222,T
10223,T
10224,T
10225,T
10226,T
10227,Mono/DC
10228,T
10229,T
10230,Mono/DC
10231,T
10232,Mono/DC
10233,T
10234,T
10235,T
10236,T
10237,T
10238,T
10239,T
10240,Mono/DC
10241,Progenitor
10242,T
10243,T
10244,Mono/DC
10245,T
10246,T
10247,T
10248,Mono/DC
10249,T
10250,T
10251,T
10252,T
10253,T
10254,T
10255,Mono/DC
10256,T
10257,T
10258,Mono/DC
10259,T
10260,T
10261,T
10262,T
10263,Mono/DC
10264,Progenitor
10265,Mono/DC
10266,Mono/DC
10267,B
10268,T
10269,Mono/DC
10270,Mono/DC
10271,T
10272,B
10273,T
10274,T
10275,T
10276,T
10277,T
10278,Mono/DC
10279,Progenitor
10280,Progenitor
10281,Mono/DC
10282,T
10283,T
10284,T
10285,Mono/DC
10286,T
10287,Mono/DC
10288,T
10289,T
10290,T
10291,Mono/DC
10292,T
10293,T
10294,T
10295,Mono/DC
10296,T
10297,T
10298,T
10299,T
10300,Mono/DC
10301,T
10302,T
10303,Mono/DC
10304,T
10305,T
10306,Mono/DC
10307,T
10308,T
10309,T
10310,T
10311,Mono/DC
10312,T
10313,T
10314,T
10315,Mono/DC
10316,T
10317,Mono/DC
10318,T
10319,Mono/DC
10320,Mono/DC
10321,Mono/DC
10322,T
10323,Mono/DC
10324,Mono/DC
10325,T
10326,Progenitor
10327,T
10328,B
10329,Mono/DC
10330,T
10331,T
10332,Progenitor
10333,Mono/DC
10334,T
10335,Progenitor
10336,T
10337,T
10338,T
10339,T
10340,T
10341,T
10342,T
10343,T
10344,T
10345,Progenitor
10346,Mono/DC
10347,T
10348,T
10349,Mono/DC
10350,Mono/DC
10351,T
10352,Mono/DC
10353,T
10354,T
10355,T
10356,T
10357,Mono/DC
10358,T
10359,Mono/DC
10360,T
10361,Mono/DC
10362,T
10363,T
10364,T
10365,T
10366,B
10367,T
10368,T
10369,T
10370,T
10371,T
10372,Mono/DC
10373,T
10374,Mono/DC
10375,T
10376,T
10377,T
10378,T
10379,T
10380,Mono/DC
10381,T
10382,T
10383,Mono/DC
10384,Progenitor
10385,T
10386,T
10387,Mono/DC
10388,T
10389,Progenitor
10390,T
10391,T
10392,T
10393,T
10394,T
10395,Mono/DC
10396,T
10397,Mono/DC
10398,T
10399,T
10400,Mono/DC
10401,T
10402,Mono/DC
10403,T
10404,T
10405,Progenitor
10406,Mono/DC
10407,T
10408,Progenitor
10409,T
10410,T
10411,T
10412,T
10413,T
10414,Mono/DC
10415,T
10416,Mono/DC
10417,T
10418,T
10419,Mono/DC
10420,T
10421,Mono/DC
10422,T
10423,T
10424,T
10425,Mono/DC
10426,T
10427,T
10428,T
10429,Mono/DC
10430,T
10431,Progenitor
10432,T
10433,Mono/DC
10434,Progenitor
10435,Mono/DC
10436,T
10437,T
10438,T
10439,T
10440,T
10441,T
10442,T
10443,T
10444,T
10445,T
10446,T
10447,T
10448,T
10449,Mono/DC
10450,Mono/DC
10451,T
10452,B
10453,T
10454,Mono/DC
10455,T
10456,T
10457,Mono/DC
10458,T
10459,Progenitor
10460,Mono/DC
10461,T
10462,T
10463,T
10464,T
10465,T
10466,T
10467,T
10468,Mono/DC
10469,T
10470,T
10471,Mono/DC
10472,Mono/DC
10473,T
10474,Mono/DC
10475,T
10476,T
10477,T
10478,T
10479,T
10480,Mono/DC
10481,Mono/DC
10482,Mono/DC
10483,T
10484,T
10485,T
10486,Mono/DC
10487,T
10488,T
10489,T
10490,T
10491,T
10492,T
10493,T
10494,T
10495,Mono/DC
10496,T
10497,T
10498,T
10499,T
10500,T
10501,Progenitor
10502,Mono/DC
10503,T
10504,T
10505,T
10506,T
10507,T
10508,T
10509,T
10510,B
10511,T
10512,T
10513,T
10514,T
10515,B
10516,T
10517,T
10518,T
10519,T
10520,T
10521,T
10522,T
10523,T
10524,T
10525,T
10526,Mono/DC
10527,T
10528,T
10529,T
10530,T
10531,T
10532,T
10533,T
10534,T
10535,T
10536,T
10537,T
10538,T
10539,T
10540,Progenitor
10541,T
10542,Progenitor
10543,T
10544,Mono/DC
10545,T
10546,T
10547,Mono/DC
10548,Progenitor
10549,T
10550,T
10551,T
10552,T
10553,T
10554,T
10555,Mono/DC
10556,T
10557,T
10558,T
10559,T
10560,Mono/DC
10561,T
10562,T
10563,T
10564,T
10565,Progenitor
10566,T
10567,T
10568,T
10569,T
10570,Mono/DC
10571,T
10572,Mono/DC
10573,T
10574,T
10575,T
10576,Mono/DC
10577,B
10578,T
10579,T
10580,Mono/DC
10581,Mono/DC
10582,T
10583,T
10584,Mono/DC
10585,T
10586,T
10587,Mono/DC
10588,T
10589,T
10590,T
10591,Mono/DC
10592,T
10593,T
10594,Progenitor
10595,T
10596,T
10597,T
10598,T
10599,Mono/DC
10600,T
10601,T
10602,Mono/DC
10603,T
10604,T
10605,T
10606,Mono/DC
10607,T
10608,T
10609,T
10610,T
10611,T
10612,T
10613,T
10614,Mono/DC
10615,T
10616,T
10617,T
10618,T
10619,T
10620,T
10621,B
10622,T
10623,T
10624,Mono/DC
10625,T
10626,T
10627,T
10628,T
10629,T
10630,T
10631,Mono/DC
10632,T
10633,T
10634,T
10635,Progenitor
10636,T
10637,T
10638,Mono/DC
10639,Mono/DC
10640,T
10641,T
10642,T
10643,T
10644,T
10645,T
10646,T
10647,T
10648,T
10649,T
10650,T
10651,T
10652,T
10653,T
10654,T
10655,T
10656,T
10657,T
10658,T
10659,T
10660,T
10661,T
10662,T
10663,T
10664,T
10665,T
10666,T
10667,T
10668,T
10669,T
10670,T
10671,T
